kode_rs,nama_unit,alamat,telp,prov,lat,lng
3671136,RS Umum Hermina Tangerang,"Jl. KS, Tubun No.10 Kel. Pasar Baru Kec. Karawaci Kota Tangerang",02155771920,Banten,-6.2037,106.63
3603176,RS Umum Keluarga Kita,Jl. Raya PLP Curug KM. 4 No. 8 Curug,,Banten,-2.4185588,108.4919086
3671032,RSUP Dr. Sitanala Tangerang,Jl. Dr Sitanala No. 99 Kota Tangerang,0215523059,Banten,-6.1626,106.634
5103038,RS Bali Jimbaran,Jl. Kampus Unud No. 52 ,03614725123,Bali,-8.7909512,115.17693229999999
5108080,RS Balimed Buleleng,"Jl. Gunung Lempuyang, Singaraja, Banjar Tegal",03623307788,Bali,-8.127576,115.088754
5171216,RS Bhayangkara Denpasar,Jl. Trijata no.32 Denpasar,0361234670,Bali,-8.64599408748885,115.22406010833129
5103032,RS Daerah Mangusada,"Jl. Raya Kapal Mengwi, Badung ",03619006813,Bali,-8.578751,115.18242
5171166,RS Ibu dan Anak Harapan Bunda,Jl. Tukad Unda No. 1 Denpasar,0361265532-33,Bali,-8.6735,115.232
5103034,RS Khusus Bedah BIMC Nusa Dua,Blok D Kawasan BTDC Nusa Dua Kab. Badung,03613000911,Bali,-8.799211436318743,115.22860913482054
5102047,RS Nyitdah,Banjar Tegal Antugan Desa Nyitdah Kec. Kediri ,0361813495,Bali,-8.573775317469945,115.11994748320922
5107018,RS Pratama Kubu,"Dusun Labuan Sari, Desa Tianyar Barat, Kecamatan Kubu, Kabupaten Karangasem, Provinsi Bali",085337749208,Bali,-8.181596,115.464501
5171031,RS TK. II Udayana,Jl. P.B Sudirman No.1 Denpasar,0361228068,Bali,-8.6634,115.219
5108020,RS Tk. IV Singaraja,Jl. Ngurah Rai No. 70 Singaraja,036221921,Bali,-8.114,115.091599
5104035,RS Umum Ari Canti,"Jl. Raya Mas Ubud, Kab.Gianyar",0361974573,Bali,-8.552217343845202,115.27294068541869
5171097,RS Umum Bali Royal,JL. Letda Tantular No. 6 Denpasar,0361222588,Bali,-8.668819474051697,115.22772937026366
5171203,RS Umum Balimed,"Jl.Mahendradatta No.57,Denpasar Bali",0361484748,Bali,-8.6569,115.192
5107017,RS Umum Balimed Karangasem,"Jl. Nenas, Kecicang, Karangasem",03634301618,Bali,-8.444787290778912,115.58562546128883
5101055,RS Umum Balimed Negara,Jl. Hayam Wuruk No. 23 Negara,03654501452,Bali,-8.361408,114.645608
5106026,RS Umum Bangli Medika Canti,"Jl. Tirta Giri Kutri, LC Subak Aya, Bebalang",036691555,Bali,"-8.465939,115","115.352118,19"
5171155,RS Umum Bhakti Rahayu,Jl. Gatot Subroto II /11 Denpasar,0361430270,Bali,-2.4185588,108.4919086
5105015,RS Umum Bintang,Jl. Ngurah Rai No. 10,036625241,Bali,-8.531464,115.398073
5171220,RS Umum Daerah Bali Mandara Provinsi Bali,Jl. By Pass Ngurah Rai No 548 Denpasar,03614490566,Bali,-8.703553402360354,115.24885444846495
5105016,RS Umum Daerah Gema Santi Nusa Penida,"Banjar Nyuh, Desa Ped, Kecamatan Nusa Penida",03665581160,Bali,-8.676679098051193,115.49440125328364
5107015,RS Umum Daerah Karangasem,"Jl. Ngurah Rai,No.58 Amlapura",036321011,Bali,-8.4572,115.606
5105013,RS Umum Daerah Klungkung,Jl. Flamboyan No. 40 Semarapura,036621172,Bali,-8.5385,115.395
5101016,RS Umum Daerah Negara,  Jl. Wijaya Kusuma 17 Negara,036541006,Bali,-8.3541,114.622
5171020,RS Umum Daerah Wangaya,  Jl. Kartini No.133 Denpasar,03613531000,Bali,-8.6489,115.213
5171122,RS Umum Dharma Yadnya,"Jl. WR.Supratman 256,Denpasar",0361462488,Bali,-8.6420,115.251
5104036,RS Umum Famili Husada,"Jl. Astina Timur No. 8A Samplangan, Kecamatan Gianyar, Kabupaten Gianyar",03618493344,Bali,-8.54061276775097,115.3346493092555
5104034,RS Umum Ganesha,Jl Raya Celuk Sukawati,03614710059,Bali,-8.43116458191368,115.27047305312499
5103041,RS Umum Garba Med,Jl. Raya Kerobokan No. 53 Lingkungan Jambe Kerobokan Kuta Utara,03619067493,Bali,-2.4185588,108.4919086
5105017,RS Umum Grha Bhakti Medika,Jl. By Pass Prof. Dr. Ida Bagus Mantra Desa Negari Kec. Banjarangkan,03665584001,Bali,115.3744731,-8.5678151
5108042,RS umum Karya Dharma Husada,Jl. Yudistra No. 7 Singaraja,036221890,Bali,-8.670458199999999,115.21262929999999
5171111,RS Umum Kasih Ibu,"Jl. Teuku Umar 120,Denpasar",03613003030,Bali,-8.677346818710445,115.20537047591552
5103033,RS Umum Kasih Ibu Kedonganan,Jl. Uluwatu No. 69 Kedonganan,0361703270,Bali,-2.4185588,108.4919086
5102046,RS Umum Kasih Ibu Tabanan,"Jl. Flamboyan No.9 kampung Kodok. Tegal Belodan, Tabanan",03613005757,Bali,-8.5465217,115.1176103
5108031,RS Umum Kertha Usadha,Jl. Cendrawasih No.5-7 Singaraja,036226277,Bali,-8.110010751260914,115.08590721378778
5108064,RS Umum Parama Sidhi ," Jl. Ahmad Yani No.171 A Baktiseraga, Singaraja ",036229787,Bali,-8.1226,115.071
5104039,RS Umum Payangan,Jl. Giri Kesuma BR. Melinggih Payangan Gianyar 80572,03619088087,Bali,-8.322473410017185,115.12765078749999
5105014,RS Umum Permata Hati,Jl. Kecubung No. 22 Samarapura,036624777,Bali,-8.541728658993021,115.40101885152056
5171192,RS Umum Prima Medika,Jl. Raya Sesetan No.10 Kota Denpasar,08113861177,Bali,-8.7217,115.224
5171133,RS Umum Puri Raharja,Jl. WR Supratman 14 ,0361222013,Bali,-8.6493,115.226
5102049,RS Umum Semara Ratih,"Banjar Luwus, Desa Luwus, Kecamatan Baturiti",082236174466,Bali,-8.381473,115.195500
5108075,RS Umum Shanti Graha,"Desa Sulanyah, Kecamatan Seririt, Singaraja",03623361190,Bali,-8.1913,114.961
5103035,RS Umum Siloam Bali,"Jl. Sunset Road No. 818 Kel. Kuta, Kec Kuta",0361779900,Bali,-8.738050812822175,115.1726260682617
5171217,RS Umum Surya Husada Ubung,Jl. Cokroaminoto No. 356 Denpasar,0361425744,Bali,-8.622573294590323,115.19931941237792
5171086,RS Umum Surya Husadha,"Jl. Pulau Serangan No.7, Denpasar",0361233787,Bali,-8.678115634952855,115.21260633850102
5103036,RS Umum Surya Husadha Nusa Dua,"Jl. Siligita Blok I No 14, Nusa Dua, Kuta Selatan",0361775827,Bali,-8.804226414582242,115.21735995021209
5103040,RS Universitas Udayana,"Jl. Rumah Sakit Universitas Udayana No. 1, Lingk. Perarudan Kel. Jimbaran Kec. Kuta Selatan",03618953670,Bali,-8.7882486,"115.1710795,17"
5171016,RSUP Sanglah,Jl. Diponegoro Denpasar Bali,0361226363,Bali,-8.675739393620859,115.21175009059908
5106025,RS Jiwa Provinsi Bali,Jl.Kusuma Yudha No. 29 Bangli,036691073,Bali,-8.4545746,115.35172809999999
5103021,RS Khusus Bedah BIMC,"Jl. By Pass Ngurah Rai No.100X, Kuta - Badung",0361761263,Bali,-8.6777,115.206
5102043,RS Umum Bhakti Rahayu Tabanan,Jl. Batukaru No.2 Tuakilang Tabanan  ,0361810805,Bali,-8.5450,115.12
5108016,RS Umum Daerah Kab. Buleleng,     Jl. Ngurah Rai 30 Singaraja,036222046,Bali,-8.1199,115.092
5106014,RS Umum Daerah Kabupaten Bangli, Jl. Brigjen Ngurah Rai No. 99X Bangli,036691521,Bali,-8.4542,115.353
5104012,RS Umum Daerah Sanjiwani Gianyar,    Jl. Ciung Wenara No.2 Gianyar,0361943524,Bali,-8.5379,115.323
5102010,RS Umum Daerah Tabanan, Jl. Pahlawan No. 14 Tabanan,0361811027,Bali,-8.5392,115.132
5108077,RS Umum Daerah Tangguwisia,"Jl. Singaraja-Seriri, Desa Tangguwisia, Kecamatan Seririt, Kabupaten Buleleng, Provinsi Bali",03623361387,Bali,-2.4185588,108.4919086
5102021,RS Umum Dharma Kerti,Jl. Teratai No 16 Dauh Pala,0361811125,Bali,-8.5409,115.118
5104037,RS Umum Kasih Ibu Saba,"Jl. Raya Pantai Saba No. 9, Saba, Blahbatuh, Gianyar (80581)",03613003333,Bali,"-8,605645","115,3122412"
5104023,RS Umum Premagana,"Jl. Hyang Sangsi No.2 Komp.Perumahan Chandra Ayu Br. Tubuh,Batubulan,Sukawati - Gianyar",0361296389,Bali,-8.615041532063143,115.2579444053173
5102044,RS Umum Wisma Prashanti,Jl. Yeh Gangga No. 9,0361819601,Bali,-8.541607656817744,115.11177211013182
5271021,RS Angkatan Darat REM Wira Bhakti Mataram,Jl. HOS Cokroaminoto 7 Mataram,087765292116,Nusa Tenggara Barat,-2.4185588,108.4919086
5271065,RS Bhayangkara Mataram,"Jl. Langko No.64,Mataram",,Nusa Tenggara Barat,-8.5805,116.093
5206027,RS H. L. Manambai Abdulkadir,Jl. Lintas Sumbawa-Bima KM. 5 Sumbawa Besar,085229229119,Nusa Tenggara Barat,-8.5315836,117.447701
5271032,RS Islam Siti Hajar,Jl. Catur Warga Mataram,0370623498,Nusa Tenggara Barat,-8.5857,116.113
5271076,RS Risa Sentra Medika,Jl. Pejanggik No.115 Cakranegara Mataram,0370625560,Nusa Tenggara Barat,-8.5839,116.113
5206015,RS Umum Bima, Jl. Langsat No. 1 Raba Kota Bima,081353536046,Nusa Tenggara Barat,-8.4736235,118.761799
5207002,RS Umum Daerah Asy-Syifa Sumbawa Barat, Jln Lang Sesat Taliwang,,Nusa Tenggara Barat,-8.735180,116.849713
5272005,RS Umum Daerah Kota Bima,Jl. Datuk Dibanta Kel. Jatiwangi Kec. Asakota ,,Nusa Tenggara Barat,-2.4185588,108.4919086
5271087,RS Umum Daerah Kota Mataram,      Jl. Bung Karno No.3 Pagutan raya Mataram ,081517368817,Nusa Tenggara Barat,-8.5818,116.107
5203027,RS Umum Daerah Lombok Timur,Jl. HOS Cokroaminoto No. 31 Desa Labuhan Haji Kecamatan Labuhan Haji Lombok Timur,081904133953,Nusa Tenggara Barat,-8.692544619970361,116.56848653164252
5271010,RS Umum Daerah NTB,Jl. Prabu Rangkasari Dasan Cermen,03707504288,Nusa Tenggara Barat,-8.607397,116.131328
5205014,RS Umum Dompu," Jl. Kesehatan No. 1 Dompu, NTB",,Nusa Tenggara Barat,-8.5454,118.446
5208002,RS Umum Kab. Lombok Utara,"     Jl. Raya Tioq Tata Tunaq, Tanjung Lombok Utara",,Nusa Tenggara Barat,-8.355020257131223,116.15995793547972
5202011,RS Umum Praya,"    Jl. H. Lalu Hasyim, Kelurahan Tiwu Galih, Praya",,Nusa Tenggara Barat,-8.702045,116.295128
5204013,RS Umum Sumbawa Besar,  Jl. Garuda No. 5 Sumbawa Besar,082339660649,Nusa Tenggara Barat,-8.5040,117.428
5271101,RS Universitas Mataram,Jl. Majapahit No. 62 Mataram,085858901805,Nusa Tenggara Barat,-2.4185588,108.4919086
5271100,Siloam Hospitals Mataram,JL.MAJAPAHIT NO.10 MATARAM,,Nusa Tenggara Barat,-8.594086046181534,116.09893465608151
5271102,RS Ibu dan Anak Tresna,Jl. Bung Karno No. 28 Mataram ,,Nusa Tenggara Barat,-8.591454701655069,116.11399560180053
5271054,RS Jiwa Mutiara Sukma,"  Jl. A Yani no. 1 Selagalas Cakranegara, Mataram",,Nusa Tenggara Barat,-8.57651819434965,116.147016382055
5201012,RS Umum Daerah Awet Muda Narmada,Jl. Ahmad Yani No. 69 Telaga Ngembeng Narmada Lombok Barat,03707561792,Nusa Tenggara Barat,-8.5981342,116.1927427
5201010,RS Umum Daerah Patut Patuh Patju,Jl. H. Lalu Anggrat BA No. 2 Gerung,0370681321,Nusa Tenggara Barat,-8.6913,116.112
5318002,RS Daerah Aeramo Kabupaten Nagekeo,"Desa Aeramo, Kecamatan Aesesa Kabupaten Nagekeo",082147514367,Nusa Tenggara Timur,-8.57391791,121.28162277
5307010,RS Daerah Kalabahi,Jl. Dr Sutomo Kalabahi Kab. Alor,082339126402,Nusa Tenggara Timur,-8.25,124.75
5301022,RS Karitas Weetabula,Jl. Bulgur No 1 - Weetebula,081338235282,Nusa Tenggara Timur,-8.6573,121.079
5301011,RS Kristen Lende Moripa,Jl. El Tari No.2 Waikabubak,081338237336,Nusa Tenggara Timur,-2.4185588,108.4919086
5302012,RS Kristen Lindimara,"Jl. Prof.DR WZ. Johannes No.6,Waingapu",082236141861,Nusa Tenggara Timur,-9.6628,120.267
5310023,RS St Elizabeth Lela,"Lela Maumere,Kab.Sikka",,Nusa Tenggara Timur,-8.6573,121.079
5303022,RS Tk. IV Wirasakti Kupang,"Jl. Dr.DR.Moch Hatta No.9-11 ,Kupang",081236872223,Nusa Tenggara Timur,-10.184,123.595
5313015,RS Umum Daerah dr. Ben Mboi Ruteng,"  Jl. DR.Soetomo No.1 Ruteng, Kab. Manggarai",038021719,Nusa Tenggara Timur,-8.626169,120.487653
5315003,RS Umum Daerah Komodo,"Desa Golo Bilas, Kecamatan Komodo, Kabupaten Manggarai Barat, NTT",081237312165,Nusa Tenggara Timur,-2.4295352971779334,109.21700625624999
5308045,RS Umum Daerah Lewoleba,"   Jl.Trans Lembata No.1,Lewoleba,Lembata",081329793451,Nusa Tenggara Timur,-8.3736,123.4
5303024,RS Umum Daerah Rote Ndao Ba'a ," Jl. Ba'a-Busalangga, Kab. Rote Ndao",,Nusa Tenggara Timur,-10.747531578032493,123.04549671827748
5303013,RS Umum Daerah S. K. Lerik,    Jl. Timor Raya Pasir No. 134 Kelurahan Pasir Panjang ,081339010000,Nusa Tenggara Timur,-10.184,123.595
5320002,RS Umum Daerah Sabu Raijua,"Jl. El-Tari Seba, Menia",,Nusa Tenggara Timur,-2.4185588,108.4919086
5310012,RS Umum Dr TC Hillers Maumere,   Jl.Wairklau - Maumere,081261153944,Nusa Tenggara Timur,-8.6208,122.208
5305025,RS Umum Leona,Jl. Eltari Kelurahan Meubeli Kecamatan Kota Kefamenanu,,Nusa Tenggara Timur,-2.4185588,108.4919086
5306042,RS Umum Penyangga Perbatasan Betun,Jl. Sukabihanawa No. 02 Desa Kamanasa Kec.Malaka Tengah,082386124911,Nusa Tenggara Timur,-9.1010,124.891
5304014,RS Umum Soe,   Jl. Boegenville No.7 Soe - Timor Tengah Selatan,,Nusa Tenggara Timur,-9.6964,124.481
5301033,RS Umum Waikabubak," Jl. Adhyaksa, Km.3, Kel. Diratana, Kec. Loli, Waikabubak",,Nusa Tenggara Timur,-9.621119,119.380084
5309012,RSUD dr. Hendrikus Fernandez Larantuka, Jl. Jend. Sudirman No. 33 Kel. Sarotari Tengah Larantuka Flores Timur,085253490703,Nusa Tenggara Timur,-8.3464,122.979
5371057,RS Kartini,Jl. Frans Seda No. 17,0380831270,Nusa Tenggara Timur,-9.949459796211475,123.15865664687499
5306031,RS Sito Husada,"Jl. KH.Dewantara No.15,Atambua Belu",,Nusa Tenggara Timur,-9.3333,124.9
5312014,RS Umum Bajawa,"      Jl. Diponegoro No. 5, Bajawa",,Nusa Tenggara Timur,-8.7923,120.961
5306016,RS Umum Daerah MGR Gabriel Manek, Jl. Dr Sutomo No.2 Atambua,082147511229,Nusa Tenggara Timur,-9.098648175053663,124.8971637163163
5302023,RS Umum Daerah Waingapu,  Jl. Adam Malik No.54 Kel. Kambajawa - Kecamatan Kota Waingapu,081329573585,Nusa Tenggara Timur,-9.6628,120.267
5302034,RS Umum Imanuel Sumba,"Jl. Nangka No.4,Waingapu-Sumba Timur",082247344774,Nusa Tenggara Timur,-,-
5371011,RS Umum Prof. Dr. WZ Johanes,  Jl. Dr Moch Hatta No. 19 Kupang,081339455892,Nusa Tenggara Timur,-10.168309500930754,123.5850659998217
6171124,RS Anugerah Bunda Khatulistiwa,Jl. Ahmad Yani Pontianak Selatan,0561581818,Kalimantan Barat,-0.060.449,109.352299
6172066,RS Jiwa Provinsi Kalimantan Barat, Jl. Raya Singkawang Bengkayang KM 15 Singkawang,05626301177,Kalimantan Barat,0.8711551021621099,109.10909038841726
6171141,RS Mitra Medika Pontianak,Jln. Sultan Abdurrahman No. 25 Kelurahan Sungai Bangkong Kecamatan Pontianak Kota,0561584888,Kalimantan Barat,-0.037623,109.329720
6101137,RS Pratama Teluk Keramat Kabupaten Sambas,Dusun Tambangan RT. 001 RW. 002 Desa Puringan Kecamatan Teluk Kabupaten Sambas,,Kalimantan Barat,1.2425578519290346,109.10978528615578
6171022,RS Tk. II Kartika Husada Kes.Dam XII Tanjungpura,Jl. Adi Sucipto KM 6.5 Sei Raya Kubu Raya,,Kalimantan Barat,-0.0225,109.33
6107010,RS Umum Daerah Ade Muhammad Djoen Sintang ,Jl. Patimura dan Jl.YC Oevang Oeray Sintang,,Kalimantan Barat,0.0786994607143537,111.49600142853637
6106016,RS Umum Daerah Dr. Agoesdjam Ketapang,Jl. Panjaitan No.51 Ketapang,,Kalimantan Barat,-1.8364268,"109.96755,15"
6103013,RS Umum Daerah Kabupaten Landak,Jl. Raya Ngabang Sanggau No.109 Kecamatan Ngabang Kabupaten Landak,085245751646,Kalimantan Barat,-7.0421,112.897
6110012,RS Umum Daerah Kabupaten Melawi,Jl. Kelakik KM. 4 Nanga Pinoh Kabupaten Melawi,082157766816,Kalimantan Barat,-0.3582443897387139,111.76211376215258
6109012,RS Umum Daerah Kabupaten Sekadau,Jl. Merdeka Timur KM. 06 Ds. Mungguk Kec. Sekadau Hilir Kab. Sekadau,085828394779,Kalimantan Barat,0.01508,110.889
6101033,RS Umum Daerah Pemangkat, Jalan. Abdul Kadir Kasim No. 20 Pemangkat,,Kalimantan Barat,1.17533,108.97
6171138,RS Umum Daerah Sultan Syarif  Mohammad Alkadrie,Jl. Komodor Yos Sudarso Pontianak,085252257833,Kalimantan Barat,-0.00872248058117314,109.29373889174803
6172113,RS Umum Santo Vincentius Singkawang,Jl. P. Diponegoro 5 Singkawang,0562636768,Kalimantan Barat,0.9060169436789623,108.98651813030244
6171139,RS Universitas Tanjungpura,Jl. Prof. Hadari Nawawi Komplek Universitas Tanjungpura Pontianak,085750045116,Kalimantan Barat,-0.061779,109.345721
6108011,RS Umum Daerah dr. A. Diponegoro Putussibau,Jl. Kom Yos Sudarso No.42 Putussibau,,Kalimantan Barat,0.85140,112.932
6172011,RS Umum Daerah Dr. Abdul Aziz Singkawang,"Jl. Dr Soetomo No. 28, Singkawang",081292385152,Kalimantan Barat,0.8835178116012311,109.04083496093745
6104014,RS Umum Daerah Dr. Rubini Mempawah,Jalan Raden Kusno Mempawah,085263688930,Kalimantan Barat,-0.0225,109.33
6171011,RS Umum Daerah Dr. Soedarso Pontianak,Jl. dr. Soedarso No.1 Pontianak,0561737701,Kalimantan Barat,-0.0605927217133353,109.36493711352341
6105015,RS Umum Daerah M. Th. Djaman Sanggau,Jl. Jend Sudirman Sanggau,056421070,Kalimantan Barat,0.12039987807620631,110.58988678169248
6101022,RS Umum Daerah Sambas,Jl. Pendidikan no 300 Kecamatan Sambas,0562391020,Kalimantan Barat,1.36133,109.31
6171033,RS Umum St. Antonius Pontianak,Jl. KH. Wahid Hasyim No. 249 Pontianak,,Kalimantan Barat,-0.0225,109.33
6271024,RS Islam PKU Muhammadiyah Palangkaraya,Jl. RTA Milono KM 2.5,05363244801,Kalimantan Tengah,-2.2273887838779456,113.91965090241774
6271068,RS Jiwa Kalawa Atei,Jl. Trans P. Raya - Kuala Kurun KM. 16 Desa Bukit Rawi,08115230558,Kalimantan Tengah,-2.4185588,108.4919086
6271027,RS Primaya Betang Pambelum,Jl. Tjilik Riwut Km 6.5 RT. 002 RW. 011,05364281888,Kalimantan Tengah,-2.1717096296249907,113.8720229169403
6271030,RS Siloam Palangka Raya,Jl. RTA Milono KM. 4 No. 425,05368001100,Kalimantan Tengah,-2.242307,113.920103
6271023,RS Tk. IV Palangkaraya,   Jl. Diponegoro No.55 Palangkaraya Kalteng,05363220238,Kalimantan Tengah,-1.5934,113.231
6209024,RS Umum Daerah  Mas Amsyar Kasongan," Jl. Rumah Sakit No.1,Kasongan",05364041041,Kalimantan Tengah,-1.917853,113.378758
6202013,RS Umum Daerah Dr Murjani Sampit,  Jl. H M Arsyad No. 65 Sampit,053121010,Kalimantan Tengah,-2.5400,112.952
6271012,RS Umum Daerah Dr. Doris Sylvanus Palangka Raya,Jl. Tambun Bungai No.4 Palangkaraya,05363237353,Kalimantan Tengah,-1.5934,113.231
6208013,RS Umum Daerah Hanau,"    Jl. Sampit - Pangkalan Bun km.142 Pembuang Hulu kec.Hanau, Kabupaten Seruyan Propinsi Kalteng",05322074975,Kalimantan Tengah,-2.4185588,108.4919086
6208014,RS Umum Daerah Kuala Pembuang,"  Jl. A.Yani No.30,Kuala Pembuang",053822051,Kalimantan Tengah,-3.379215191219216,112.54860463714601
6201012,RS Umum Daerah Sultan Imanuddin,Jl. Sutan Syahrir No 17 Pangkalan Bun,053221404,Kalimantan Tengah,-2.7133414754676095,111.60221484375006
6212020,RS Umum Daerah Tamiang Layang,Jl. Nansarunai Tamiang Layang No. 62,05262091235,Kalimantan Tengah,-1.6814,113.382
6271026,RS Umum Kelas D Kota Palangka Raya, Jl. Mahir Mahar KM. 18.5 Kalampangan,05363246101,Kalimantan Tengah,-2.280982,114.013453
6271025,RS Bhayangkara Palangka Raya,Jl. Ahmad Yani No. 22,05363221520,Kalimantan Tengah,-2.20945289384469,113.93131046500548
6203015,RS Umum Daerah Dr H Soemarno S,   Jl. Tambun Bungai  No. 16 Kuala Kapuas,051321653,Kalimantan Tengah,-3.009742718028706,114.38909026718147
6207012,RS Umum Daerah Kabupaten Lamandau,"Jl. Trans Kalimantan KM.04, Desa Kujan, Kec. Bulik",05322067382,Kalimantan Tengah,-1.6814,113.382
6211026,RS Umum Daerah Kuala Kurun,    Jl. Jend. A. Yani No.43 Kuala Kurun Kalimantan Tengah,053731545,Kalimantan Tengah,-1.6814,113.382
6210015,RS Umum Daerah Pulang Pisau,Jl. W.A.D Duha Komplek Perkantoran Kab. Pulang Pisau  Provinsi Kalimantan Tengah,085245749601,Kalimantan Tengah,-1.6814,113.382
6213022,RS Umum Daerah Puruk Cahu,"Jl. A. Yani No. 497, Puruk Cahu",052831787,Kalimantan Tengah,-1.6814,113.382
6207033,RS Umum Daerah Sukamara," Jl. Tjilik Riwut Km 5,5 Nomor 35 Sukamara   ",053226753,Kalimantan Tengah,-2.7166,111.183
6371152,RS Bhayangkara Tk. III Banjarmasin,"Jl. A. Yani Km.3,5 Banjarmasin",05113256528,Kalimantan Selatan,-3.328752,114.611529
6371046,RS Islam Banjarmasin,"Jl. Letjend S. Parman No. 88, Banjarmasin",05113354896,Kalimantan Selatan,-3.3073987484736502,114.58922757927887
6371050,RS Tk. III Dr. R. Soeharsono,Jl. Mayjen Soetoyo S 408  Banjarmasin,05114368422,Kalimantan Selatan,-3.3959,114.585
6303033,RS Umum Ciputra Mitra Hospital,"Jl A. Yani Km 7,8 Komplek Perumahan Citra Land Banjarmasin Kalimantan Selatan",05116743999,Kalimantan Selatan,-3.361442,114.629606
6307012,RS Umum Daerah  H Damanhuri Barabai,        Jl. Murakata No. 4 Barabai,085249808800,Kalimantan Selatan,-2.58881065983498,115.3747909331322
6304020,RS Umum Daerah  H. Abdul Aziz Marabahan,"  Jl. Jend Sudirman No.10, RT. 13 RW. 001, Marabahan",05114799118,Kalimantan Selatan,-2.9913,114.76
6306011,RS Umum Daerah Brigjed H. Hasan Basry Kandangan," Jalan Jenderal  Sudirman No.26A RT.01 RK.I Hamalau, Sungai Raya, Kab. Hulu Sungai Selatan",051721866,Kalimantan Selatan,-2.7789,115.264
6309014,RS Umum Daerah H. Badaruddin Kasim,Jl. Tanjung Baru Desa Maburai Kec. Murung Pudak,05262021018,Kalimantan Selatan,-2.1759321673456737,115.43586161608052
6301013,RS Umum Daerah H. Boejasin Pelaihari,Jl. Hadji Boejasin No.68 Kab. Tanah Laut,051221082,Kalimantan Selatan,-3.7992,114.778
6372014,RS Umum Daerah Idaman Banjarbaru,Jl. Trikora No. 115 Gt. Manggis Banjarbaru,05116749696,Kalimantan Selatan,-3.0926,115.284
6308013,RS Umum Daerah Pambalah Batung,Jl. Jenderal Basuki Rahmat No. 1 Amuntai,081349460600,Kalimantan Selatan,-2.4183039,115.254997
6371013,RS Umum Daerah Ulin Banjarmasin,"Jl. Jen A Yani No.43, Banjarmasin Kalimantan Selatan",05113252180,Kalimantan Selatan,-3.3228015236976822,114.60120054244993
6303027,RS Umum Pelita Insani,Jl. Sekumpul No. 66 Martapura,05114722210,Kalimantan Selatan,-3.4233455,"114.8506077,18"
6309025,RS Umum Pertamina Tanjung,"Jl. Gas No. 1, Komperta Murung Pudak, Tanjung",05262022550,Kalimantan Selatan,-2.144331,115.402656
6371094,RS Umum Sari Mulia,Jl. Pangeran Antasari No 139 Banjarmasin,05113261491,Kalimantan Selatan,-3.3260601,114.6014628
6371024,RS Umum Suaka Insan,Jl. H. Zafri Zamzam 60 Banjarmasin,05113353335,Kalimantan Selatan,-3.31279758672602,114.57923325061802
6301015,RS Borneo Citra Medika,Jl A. Yani RT 7B RW 03 Kel. Angsau Kec. Pelaihari,05122021002,Kalimantan Selatan,-2.4185588,108.4919086
6304016,RS Jiwa Sambang Lihum,"Jl Gubernur Syarkawi KM.3,9 Kec.Gambut",05116730000,Kalimantan Selatan,-3.4019,114.706
6306023,RS Umum Ceria,Jl. Jend. Sudirman No. 10 Hamalau Kandangan,051723865,Kalimantan Selatan,-2.8072700444556,115.25852305432
6306024,RS Umum Daerah Daha Sejahtera," Jl Pihanin Raya, Desa Pihanin Kecamatan Daha Selatan Kabupaten Hulu Sungai Selatan",0811501120,Kalimantan Selatan,-2.4185588,108.4919086
6305010,RS Umum Daerah Datu Sanggul Rantau,Jl. Brigjend H. Hasan Basry Rantau,051731075,Kalimantan Selatan,-3.6898,116.183
6302014,RS Umum Daerah Pangeran Jaya Sumitra,Jl. Brigjend. H. Hasan Basri No.57 Kotabaru,051821118,Kalimantan Selatan,-3.251886071832971,116.21458896808817
6303015,RS Umum Daerah Ratu Zalecha,Jl Menteri Empat Martapura Kabupaten Banjar Kalimantan Selatan,05114789455,Kalimantan Selatan,-3.419311041186391,114.84594413757327
6371156,RS Umum Daerah Sultan Suriansyah Banjarmasin,"Jl. Rantauan Darat RT. 04 RW. 01 Kel. Kelayan Selatan, Kec. Banjarmasin Selatan",05116783707,Kalimantan Selatan,-3.3333027945046583,114.5852531394039
6310018,RS Umum Marina Permata,"Jl.Kodeco KM 4, Desa Sarigadung Kec. Simpang Empat Kab. Tanah Bumbu.",051871118,Kalimantan Selatan,-3.397010,115.986127
6372018,RS Umum Mawar ,Jl. Panglima Batur ,081352587014,Kalimantan Selatan,-2.4185588,108.4919086
6471025,RS  Pertamina Balikpapan,Jl. Jend Sudirman Balikpapan No.1,0542422500,Kalimantan Timur,-1.2740,116.853
6471051,RS  Restu Ibu,Jl. Jend A.Yani No. 12 Balikpapan Kalimantan Timur,085100684677,Kalimantan Timur,-1.2719,116.838
6474033,RS Amalia Bontang, Jl. R. Soeprapto No. 22 Bontang - Kalimantan Timur,054825050,Kalimantan Timur,0.134608,117.491172
6472130,RS Hermina Samarinda,Jl.Teuku Umar Kelurahan Karang Asam Kecamatan Sungai Kunjang,081112521490,Kalimantan Timur,-0.5072017193077659,117.10910855737052
6472063,RS Jiwa Atma Husada Mahakam,Jl. Kakap No.23 Samarinda,0541743364,Kalimantan Timur,-0.5021,117.154
6474010,RS LNG Badak,"Kompleks PT Badak NGLBontang, Kalimantan Timur",0548552041,Kalimantan Timur,0.11749066790289982,117.47085045767221
6411002,RS Nawacita Datah Dave,Long Lunuk Datah Dawai Kec. Long Pahangai Kab. Mahakam Ulu,082157201248,Kalimantan Timur,0.964475196477202,114.32931407299384
